case_id,keydate,Target90Days,TargetAmount90Days,OriginalCapitalOfCaseInvoices,IndustryCode,ClientName,NumberOfUnsuccessfullyClosedCustomerCasesLast36Months,AmountOfAmountOfCustomerPaymentsOnAllCasesBlevelase,AmountOfCustomerOpenCases,NumberOfTelephonesCI,RatioOfCustomersAtAddressWithSuccessfullyClosedCasesLast36Months,AgeOfDebt,NumberOfCustomerIncomingCallDatesTee,CustomerAge,NumberOfCustomerPaymentsInLast12Months,LastOriginalClosingCodeOfCustomer,NumberOfSuccessfullyClosedCasesInLast24Months,AmountOfCase
17263,2017-07-09 00:00:00.0,0.0,0.0,116.09,K6512,49,,15.82,196.06,1.0,0.08,99.0,0.0,39.0,1.0,4,,116.09
17264,2017-06-22 00:00:00.0,0.0,0.0,59.25,K6622,12,1.0,,0.0,1.0,0.0,12.0,0.0,,,3,,109.25
17265,2017-03-17 00:00:00.0,0.0,0.0,853.0,K6512,11,3.0,67.71,1064.23,13.0,0.0,38.0,0.0,67.0,0.0,1,,868.0
17266,2017-06-12 00:00:00.0,0.0,0.0,432.21,K6619,16,,,330.39,3.0,0.25,4.0,0.0,32.0,,4,,432.21
17267,2017-07-29 00:00:00.0,0.0,0.0,39.24,K6512,59,2.0,,1296.35,3.0,,92.0,1.0,31.0,,1,,39.24
17268,2017-05-13 00:00:00.0,0.0,0.0,6752.23,K6512,10,1.0,3747.67,0.0,1.0,0.0,132.0,1.0,35.0,0.0,8,1.0,6787.86
17269,2017-04-13 00:00:00.0,0.0,0.0,350.27,K6512,2,1.0,,0.0,2.0,,108.0,0.0,33.0,,3,,426.71
17270,2017-06-01 00:00:00.0,0.0,0.0,934.7,K6622,37,1.0,,58.92,4.0,0.0,73.0,0.0,,,1,,1121.64
17271,2017-09-18 00:00:00.0,0.0,0.0,39.46,K6622,24,,,101.5,2.0,0.42,47.0,0.0,40.0,,4,,54.7
17272,2017-01-14 00:00:00.0,0.0,0.0,192.92,K6512,102,,75.26,0.0,3.0,,105.0,1.0,,0.0,2,1.0,197.49
17273,2017-08-20 00:00:00.0,0.0,0.0,1461.89,K6622,12,2.0,488.0,1104.08,1.0,0.33,10.0,0.0,51.0,0.0,9,0.0,1661.89
17274,2017-09-18 00:00:00.0,0.0,0.0,731.78,K6622,12,0.0,50.0,0.0,5.0,,8.0,0.0,51.0,0.0,1,,781.78
17275,2017-01-13 00:00:00.0,1.0,482.01,406.01,K6512,6,,84.0,0.0,5.0,0.53,4.0,1.0,56.0,0.0,8,0.0,482.01
17276,2017-02-18 00:00:00.0,0.0,0.0,617.74,K6512,10,,,6331.0,2.0,,133.0,0.0,49.0,,4,,221.63
17277,2017-07-21 00:00:00.0,0.0,0.0,953.15,K6622,22,1.0,,18930.34,3.0,0.0,10.0,0.0,43.0,,1,,1003.15
17278,2017-09-18 00:00:00.0,1.0,394.64,344.64,K6622,4,2.0,572.05,0.0,1.0,,8.0,1.0,52.0,0.0,1,0.0,394.64
17279,2017-07-21 00:00:00.0,0.0,0.0,226.58,K6622,21,6.0,19.99,456.99,6.0,,10.0,0.0,38.0,0.0,1,,276.58
17280,2017-08-03 00:00:00.0,0.0,0.0,110.9,K6512,19,,,2078.74,11.0,0.42,107.0,0.0,61.0,,4,,171.9
17281,2017-03-10 00:00:00.0,0.0,0.0,225.9,K6499,60,,,232.91,1.0,0.1,156.0,0.0,35.0,,4,,225.9
17282,2017-08-07 00:00:00.0,0.0,0.0,153.6,K6622,15,,,0.0,1.0,0.41,5.0,0.0,,,14,,164.73
17283,2017-02-17 00:00:00.0,0.0,0.0,756.78,K6512,13,,,142.75,2.0,,1722.0,0.0,48.0,,4,,764.78
17284,2017-09-18 00:00:00.0,0.0,0.0,323.73,K6512,11,1.0,,108.94,2.0,0.0,51.0,0.0,45.0,,1,,338.73
17285,2017-02-17 00:00:00.0,1.0,407.0,392.0,K6512,11,,,512.0,3.0,0.0,38.0,0.0,27.0,,4,,407.0
17286,2017-07-03 00:00:00.0,0.0,0.0,269.5,K6622,15,2.0,,0.0,3.0,0.0,4.0,0.0,,,1,,281.05
17287,2017-03-16 00:00:00.0,0.0,0.0,365.0,K6512,76,,50.99,0.0,3.0,,127.0,0.0,73.0,1.0,6,1.0,380.0
17288,2017-09-16 00:00:00.0,1.0,582.77,582.77,K6512,10,1.0,121.49,0.0,4.0,,160.0,1.0,25.0,0.0,1,1.0,610.87
17289,2017-06-24 00:00:00.0,0.0,0.0,353.04,K6512,2,1.0,,0.0,2.0,,82.0,0.0,51.0,,14,,429.47
17290,2017-05-25 00:00:00.0,0.0,0.0,964.7,K6512,2,,,382.34,3.0,,59.0,0.0,57.0,,4,,1029.26
17291,2017-07-13 00:00:00.0,0.0,0.0,328.1,K6512,11,,18.0,0.0,3.0,0.0,62.0,0.0,,0.0,6,0.0,343.1
17292,2017-04-24 00:00:00.0,1.0,200.0,1793.28,K6419,92,1.0,,408.99,3.0,0.33,5.0,0.0,28.0,,1,,1795.88
17293,2017-01-16 00:00:00.0,0.0,0.0,382.5,K6622,15,,254.7,0.0,1.0,,18.0,0.0,28.0,0.0,7,0.0,394.23
17294,2017-06-22 00:00:00.0,0.0,0.0,177.5,K6512,66,2.0,,553.38,3.0,0.2,4.0,0.0,33.0,,1,,177.5
17295,2017-05-20 00:00:00.0,0.0,0.0,817.59,K6622,7,1.0,,1165.59,5.0,0.0,9.0,0.0,41.0,,9,,867.59
17296,2017-05-20 00:00:00.0,1.0,450.0,1286.05,K6622,7,1.0,,0.0,2.0,,9.0,0.0,39.0,,9,,1336.05
17297,2017-06-22 00:00:00.0,0.0,0.0,152.51,K6622,12,4.0,296.49,2877.49,12.0,0.33,12.0,8.0,45.0,2.0,1,3.0,202.51
17298,2017-06-10 00:00:00.0,0.0,0.0,38.08,K6512,33,1.0,,0.0,4.0,1.0,34.0,0.0,,,1,,38.08
17299,2017-01-26 00:00:00.0,0.0,0.0,5085.15,K6512,115,,,322.35,3.0,,3.0,0.0,33.0,,4,,5085.15
17300,2017-02-06 00:00:00.0,0.0,0.0,186.91,K6622,21,,67.76,688.41,3.0,0.0,27.0,0.0,21.0,1.0,2,1.0,236.91
17301,2017-07-02 00:00:00.0,0.0,0.0,138.96,K6512,3,,,599.35,3.0,0.0,94.0,0.0,38.0,,4,,146.96
17302,2017-01-21 00:00:00.0,0.0,0.0,115.08,K6512,6,1.0,,0.0,1.0,1.0,4.0,0.0,97.0,,1,,176.08
17303,2017-09-24 00:00:00.0,0.0,0.0,693.66,K6512,2,2.0,13.31,0.0,7.0,0.0,110.0,0.0,34.0,0.0,34,0.0,771.33
17304,2017-07-21 00:00:00.0,0.0,0.0,52.5,K6622,12,1.0,,0.0,5.0,,10.0,0.0,,,1,,102.5
17305,2017-04-22 00:00:00.0,0.0,0.0,108.47,K6622,12,1.0,,374.26,1.0,0.03,72.0,0.0,43.0,,3,,158.47
17306,2017-05-20 00:00:00.0,0.0,0.0,226.99,K6622,22,,76.24,1685.63,6.0,,9.0,0.0,58.0,0.0,20,0.0,276.99
17307,2017-07-09 00:00:00.0,0.0,0.0,140.26,K6512,49,1.0,35.95,0.0,4.0,0.37,99.0,0.0,,0.0,7,2.0,140.26
17308,2017-06-22 00:00:00.0,0.0,0.0,419.39,K6512,10,1.0,,2884.05,7.0,0.57,141.0,0.0,33.0,,3,,447.9
17309,2017-04-02 00:00:00.0,0.0,0.0,56.88,K6512,33,,,98.21,4.0,0.0,48.0,0.0,52.0,,4,,56.88
17310,2017-06-22 00:00:00.0,0.0,0.0,100.52,K6622,7,1.0,,0.0,2.0,0.37,78.0,0.0,24.0,,1,,150.52
17311,2017-08-05 00:00:00.0,0.0,0.0,243.9,K6512,10,,,122.95,2.0,1.0,157.0,0.0,,,4,,264.17
17312,2017-01-28 00:00:00.0,0.0,0.0,741.43,K6512,59,1.0,,759.93,2.0,0.3,96.0,1.0,29.0,,1,,741.43
17313,2017-03-23 00:00:00.0,0.0,0.0,440.74,K6512,6,,155.4,0.0,2.0,,4.0,2.0,69.0,0.0,5,,516.74
17314,2017-09-01 00:00:00.0,1.0,928.0,928.0,K6512,26,,912.0,0.0,3.0,,292.0,0.0,84.0,0.0,8,0.0,928.19
17315,2017-03-25 00:00:00.0,0.0,0.0,222.29,K6622,21,,,598.77,1.0,0.15,12.0,0.0,30.0,,4,,272.29
17316,2017-09-18 00:00:00.0,0.0,0.0,216.02,K6622,4,,,3384.7,3.0,0.23,8.0,0.0,48.0,,4,,266.02
17317,2017-03-04 00:00:00.0,0.0,0.0,105.66,K6512,2,2.0,,0.0,3.0,1.0,103.0,0.0,48.0,,1,,166.95
17318,2017-08-25 00:00:00.0,0.0,0.0,174.1,K6512,10,,,480.43,0.0,0.33,144.0,0.0,42.0,,4,,194.27
17319,2017-05-20 00:00:00.0,0.0,0.0,318.05,K6622,63,1.0,,0.0,2.0,0.0,9.0,0.0,59.0,,11,,368.05
17320,2017-04-17 00:00:00.0,0.0,0.0,137.86,K6419,25,1.0,,0.0,3.0,,5.0,2.0,39.0,,1,,138.12
17321,2017-07-21 00:00:00.0,0.0,0.0,902.37,K6622,12,1.0,,1137.52,2.0,0.16,10.0,0.0,35.0,,1,,1296.59
17322,2017-06-02 00:00:00.0,0.0,0.0,443.13,K6512,6,2.0,,597.73,5.0,,4.0,0.0,37.0,,1,,519.13
17323,2017-05-21 00:00:00.0,0.0,0.0,617.22,K6512,6,,,2280.4,2.0,,4.0,0.0,58.0,,4,,693.22
17324,2017-09-17 00:00:00.0,0.0,0.0,152.11,K6512,5,,,245.4,1.0,,139.0,0.0,36.0,,4,,172.38
17325,2017-07-16 00:00:00.0,0.0,0.0,512.74,K6619,32,,356.21,0.0,3.0,0.33,4.0,0.0,,0.0,8,1.0,512.74
17326,2017-09-18 00:00:00.0,0.0,0.0,148.26,K6619,32,0.0,,0.0,1.0,,4.0,0.0,,,3,,148.26
17327,2017-05-08 00:00:00.0,0.0,0.0,929.89,K6619,16,,,251.27,2.0,,4.0,1.0,40.0,,4,,929.89
17328,2017-04-13 00:00:00.0,0.0,0.0,460.18,K6512,11,6.0,12.19,622.63,9.0,0.66,61.0,0.0,33.0,0.0,1,,475.18
17329,2017-01-13 00:00:00.0,0.0,0.0,93.22,K6512,2,1.0,447.73,0.0,2.0,0.4,102.0,0.0,65.0,0.0,1,0.0,154.6
17330,2017-08-26 00:00:00.0,0.0,0.0,388.48,K6512,2,,,2095.65,14.0,0.25,109.0,0.0,40.0,,4,,465.61
17331,2017-04-13 00:00:00.0,0.0,0.0,601.51,K6512,11,,639.59,0.0,3.0,0.11,61.0,0.0,36.0,6.0,7,1.0,616.51
17332,2017-08-14 00:00:00.0,0.0,0.0,638.64,K6512,10,1.0,,0.0,2.0,,117.0,0.0,47.0,,1,,668.6
17333,2017-05-14 00:00:00.0,0.0,0.0,537.71,K6512,19,3.0,204.61,0.0,4.0,,104.0,0.0,40.0,0.0,1,,846.79
17334,2017-06-22 00:00:00.0,0.0,0.0,637.23,K6622,12,,,5194.59,2.0,0.25,12.0,0.0,51.0,,4,,687.23
17335,2017-02-17 00:00:00.0,1.0,66.78,58.78,K6512,3,1.0,,0.0,2.0,0.0,1084.0,0.0,24.0,,17,,66.78
17336,2017-08-20 00:00:00.0,0.0,0.0,88.12,K6622,12,3.0,,369.98,4.0,,72.0,1.0,36.0,,9,,138.12
17337,2017-03-25 00:00:00.0,0.0,0.0,767.79,K6622,22,4.0,,1069.9,1.0,0.0,12.0,0.0,32.0,,9,,817.79
17338,2017-05-22 00:00:00.0,0.0,0.0,151.13,K6512,27,1.0,,0.0,2.0,,4.0,0.0,43.0,,13,,151.13
17339,2017-07-21 00:00:00.0,0.0,0.0,460.08,K6622,12,1.0,,0.0,1.0,0.19,10.0,0.0,63.0,,1,,510.08
17340,2017-03-10 00:00:00.0,0.0,0.0,145.81,K6499,60,1.0,295.0,2013.72,5.0,0.0,309.0,4.0,32.0,6.0,13,,145.81
17341,2017-06-22 00:00:00.0,1.0,468.69,628.49,K6622,12,1.0,291.43,0.0,1.0,0.33,12.0,0.0,30.0,1.0,1,,728.49
17342,2017-05-08 00:00:00.0,0.0,0.0,246.9,K6619,32,0.0,,0.0,5.0,,4.0,0.0,,,3,,246.9
17343,2017-03-17 00:00:00.0,0.0,0.0,840.72,K6419,92,1.0,,165.38,2.0,0.14,5.0,0.0,41.0,,11,,842.15
17344,2017-01-13 00:00:00.0,0.0,0.0,1352.14,K6512,2,,178.13,0.0,1.0,0.25,81.0,0.0,55.0,1.0,7,1.0,1447.07
17345,2017-04-07 00:00:00.0,0.0,0.0,707.05,K6622,17,1.0,,800.0,3.0,0.14,67.0,0.0,40.0,,1,,792.05
17346,2017-02-23 00:00:00.0,0.0,0.0,1353.49,K6622,12,1.0,,0.0,3.0,,13.0,0.0,39.0,,3,,1403.49
17347,2017-03-27 00:00:00.0,0.0,0.0,340.83,K6622,28,1.0,,0.0,3.0,,67.0,0.0,30.0,,1,,410.46
17348,2017-02-10 00:00:00.0,0.0,0.0,201.33,K6512,59,,886.79,0.0,3.0,0.0,81.0,0.0,46.0,0.0,62,1.0,201.33
17349,2017-07-21 00:00:00.0,0.0,0.0,352.78,K6622,12,1.0,,0.0,7.0,0.5,10.0,2.0,44.0,,1,,402.78
17350,2017-07-21 00:00:00.0,0.0,0.0,336.24,K6622,58,,250.0,351.86,5.0,0.23,10.0,2.0,40.0,2.0,44,,386.24
17351,2017-08-20 00:00:00.0,1.0,138.19,138.19,K6512,49,1.0,189.44,204.19,7.0,0.42,141.0,1.0,43.0,1.0,13,1.0,138.19
17352,2017-07-21 00:00:00.0,0.0,0.0,462.14,K6622,63,1.0,,0.0,2.0,,10.0,2.0,41.0,,1,,512.14
17353,2017-08-26 00:00:00.0,0.0,0.0,660.01,K6512,2,,2688.92,0.0,4.0,,109.0,0.0,44.0,0.0,7,0.0,737.89
17354,2017-02-06 00:00:00.0,0.0,0.0,129.95,K6622,4,,0.0,737.97,2.0,0.15,27.0,2.0,42.0,0.0,4,,179.95
17355,2017-04-06 00:00:00.0,1.0,123.81,932.74,K6512,19,1.0,1966.96,0.0,2.0,,73.0,0.0,42.0,0.0,1,0.0,947.74
17356,2017-05-01 00:00:00.0,0.0,0.0,179.72,K6512,6,1.0,,0.0,6.0,0.2,4.0,0.0,,,1,,240.72
17357,2017-08-12 00:00:00.0,0.0,0.0,102.13,K6512,2,2.0,,0.0,1.0,0.27,102.0,0.0,26.0,,1,,163.38
17358,2017-08-20 00:00:00.0,0.0,0.0,359.41,K6622,63,0.0,,374.91,4.0,,10.0,0.0,44.0,,1,,409.41
17359,2017-07-21 00:00:00.0,0.0,0.0,64.24,K6622,58,,,217.12,0.0,0.0,60.0,0.0,36.0,,4,,114.24
17360,2017-06-01 00:00:00.0,0.0,0.0,1038.3,K6622,28,,772.54,0.0,3.0,0.0,73.0,2.0,64.0,0.0,7,0.0,1247.53
17361,2017-03-17 00:00:00.0,0.0,0.0,585.0,K6512,11,1.0,14.44,3541.4,9.0,0.0,38.0,1.0,39.0,0.0,1,,600.0
17362,2017-02-17 00:00:00.0,1.0,72.38,64.38,K6512,13,1.0,,0.0,2.0,0.46,1388.0,0.0,46.0,,13,,72.38
17363,2017-08-25 00:00:00.0,0.0,0.0,147.83,K6512,6,,,27.14,1.0,0.5,4.0,0.0,49.0,,4,,208.83
17364,2017-01-12 00:00:00.0,0.0,0.0,287.44,K6622,29,,132.64,0.0,1.0,0.0,111.0,0.0,,0.0,7,1.0,308.9
17365,2017-02-18 00:00:00.0,0.0,0.0,261.6,K6512,10,2.0,22.65,0.0,7.0,,127.0,0.0,36.0,0.0,1,,282.33
17366,2017-07-13 00:00:00.0,0.0,0.0,54.15,K6512,9,,1616.04,0.0,8.0,0.16,162.0,1.0,66.0,0.0,7,2.0,79.26
17367,2017-04-22 00:00:00.0,0.0,0.0,61.21,K6622,63,0.0,,0.0,4.0,0.0,75.0,0.0,35.0,,39,,111.21
17368,2017-07-13 00:00:00.0,0.0,0.0,174.84,K6619,68,1.0,,0.0,1.0,0.21,7.0,0.0,55.0,,1,,174.84
17369,2017-09-18 00:00:00.0,0.0,0.0,35.58,K6622,12,,1071.22,92.48,2.0,0.0,75.0,1.0,29.0,2.0,8,0.0,85.58
17370,2017-03-25 00:00:00.0,0.0,0.0,149.29,K6622,57,,,495.0,2.0,,12.0,0.0,23.0,,4,,199.29
17371,2017-07-23 00:00:00.0,0.0,0.0,2370.53,K6419,164,2.0,83.73,0.0,3.0,,58.0,1.0,50.0,0.0,1,,2370.53
17372,2017-06-17 00:00:00.0,0.0,0.0,1500.0,K6512,44,1.0,0.0,0.0,2.0,0.0,656.0,0.0,46.0,0.0,1,,1500.0
17373,2017-02-17 00:00:00.0,0.0,0.0,46.0,K6512,11,,5.2,123.6,4.0,,128.0,0.0,62.0,1.0,6,1.0,61.0
17374,2017-05-07 00:00:00.0,0.0,0.0,40.68,K6622,24,1.0,392.62,428.89,2.0,0.33,62.0,1.0,66.0,0.0,9,1.0,55.92
17375,2017-06-22 00:00:00.0,1.0,327.92,327.92,K6619,30,,222.97,0.0,4.0,0.25,4.0,2.0,61.0,0.0,7,0.0,327.92
17376,2017-03-25 00:00:00.0,0.0,0.0,1099.53,K6622,12,1.0,,0.0,3.0,0.05,12.0,0.0,33.0,,1,,1149.53
17377,2017-02-16 00:00:00.0,1.0,201.41,2191.77,K6512,9,,1585.64,0.0,2.0,,138.0,0.0,51.0,0.0,8,1.0,2370.53
17378,2017-03-25 00:00:00.0,0.0,0.0,106.39,K6622,12,,20.12,208.99,2.0,0.36,12.0,0.0,57.0,1.0,4,,156.39
17379,2017-08-26 00:00:00.0,0.0,0.0,149.83,K6512,2,6.0,,139.81,11.0,0.0,109.0,0.0,54.0,,1,,211.09
17380,2017-02-19 00:00:00.0,1.0,700.0,1185.96,K6491,90,1.0,,0.0,2.0,0.66,4.0,0.0,,,11,,1185.96
17381,2017-08-12 00:00:00.0,0.0,0.0,243.8,K6512,11,,,65.9,2.0,0.0,63.0,0.0,56.0,,4,,258.8
17382,2017-01-07 00:00:00.0,0.0,0.0,843.0,K6512,26,1.0,408.76,31.6,3.0,,252.0,1.0,37.0,0.0,1,0.0,913.0
17383,2017-05-05 00:00:00.0,0.0,0.0,2557.28,K6512,2,,,141.75,3.0,0.0,102.0,0.0,22.0,,4,,2649.4
17384,2017-02-06 00:00:00.0,0.0,0.0,524.2,K6512,54,2.0,,190.0,4.0,0.0,70.0,0.0,35.0,,1,,524.2
17385,2017-02-19 00:00:00.0,0.0,0.0,612.0,K6512,11,1.0,106.21,199.61,2.0,,166.0,1.0,40.0,1.0,1,1.0,627.0
17386,2017-08-20 00:00:00.0,0.0,0.0,102.58,K6622,12,1.0,,748.67,4.0,1.0,72.0,1.0,43.0,,3,,152.58
17387,2017-08-20 00:00:00.0,1.0,499.98,471.91,K6512,10,1.0,2073.34,0.0,1.0,1.0,131.0,0.0,,0.0,1,1.0,499.98
17388,2017-06-22 00:00:00.0,0.0,0.0,572.92,K6622,63,2.0,564.52,0.0,2.0,0.28,12.0,0.0,49.0,1.0,13,,622.92
17389,2017-02-03 00:00:00.0,0.0,0.0,499.56,K6512,2,3.0,,0.0,3.0,,109.0,0.0,49.0,,1,,577.14
17390,2017-02-17 00:00:00.0,0.0,0.0,61.6,K6512,3,,,816.98,3.0,,505.0,0.0,37.0,,4,,69.6
17391,2017-02-23 00:00:00.0,0.0,0.0,140.54,K6622,12,11.0,,2334.95,15.0,0.25,79.0,1.0,41.0,,3,,190.54
17392,2017-07-13 00:00:00.0,0.0,0.0,150.27,K6619,16,1.0,,0.0,2.0,0.3,7.0,0.0,32.0,,1,,150.27
17393,2017-05-25 00:00:00.0,0.0,0.0,198.02,K6619,16,0.0,,0.0,5.0,0.24,4.0,0.0,47.0,,1,,198.02
17394,2017-05-26 00:00:00.0,1.0,434.64,434.64,K6512,59,1.0,,0.0,4.0,0.41,80.0,0.0,49.0,,1,,434.64
17395,2017-06-29 00:00:00.0,0.0,0.0,587.82,K6622,37,2.0,,0.0,2.0,0.0,70.0,0.0,,,1,,705.38
17396,2017-08-25 00:00:00.0,0.0,0.0,381.68,K6512,9,,740.47,0.0,1.0,,146.0,1.0,30.0,8.0,7,2.0,254.16
17397,2017-02-23 00:00:00.0,0.0,0.0,61.43,K6622,12,1.0,,0.0,3.0,0.25,79.0,0.0,22.0,,9,,111.43
17398,2017-02-23 00:00:00.0,0.0,0.0,1094.81,K6622,4,,1259.61,128.73,5.0,0.0,13.0,0.0,42.0,3.0,5,,1144.81
17399,2017-07-07 00:00:00.0,0.0,0.0,1473.15,K6512,42,,,311.06,1.0,,186.0,0.0,44.0,,4,,1473.15
17400,2017-07-30 00:00:00.0,1.0,300.0,600.0,K6512,94,,449.32,0.0,3.0,,646.0,0.0,,1.0,7,1.0,600.0
17401,2017-05-08 00:00:00.0,0.0,0.0,233.68,K6619,32,1.0,1847.97,0.0,5.0,0.18,4.0,3.0,51.0,0.0,12,1.0,233.68
17402,2017-02-23 00:00:00.0,0.0,0.0,19.33,K6622,12,1.0,4.33,0.0,3.0,0.18,70.0,0.0,42.0,1.0,1,,179.31
17403,2017-06-01 00:00:00.0,0.0,0.0,679.89,K6512,38,0.0,,0.0,4.0,1.0,4.0,0.0,26.0,,1,,734.29
17404,2017-04-07 00:00:00.0,0.0,0.0,226.55,K6512,10,,1449.92,692.98,2.0,,47.0,11.0,53.0,5.0,4,,247.07
17405,2017-02-06 00:00:00.0,0.0,0.0,138.12,K6622,7,1.0,2.14,0.0,4.0,,27.0,0.0,51.0,0.0,1,,188.12
17406,2017-07-21 00:00:00.0,0.0,0.0,1513.0,K6622,12,1.0,,152.9,5.0,,10.0,1.0,23.0,,1,,1563.0
17407,2017-01-13 00:00:00.0,0.0,0.0,592.33,K6512,19,1.0,,0.0,1.0,0.62,102.0,1.0,60.0,,51,,668.33
17408,2017-06-24 00:00:00.0,0.0,0.0,667.93,K6512,2,,696.86,0.0,2.0,0.5,205.0,0.0,31.0,1.0,7,1.0,746.22
17409,2017-08-04 00:00:00.0,0.0,0.0,156.3,K6622,24,,,2895.13,2.0,,86.0,0.0,,,4,,171.54
17410,2017-02-23 00:00:00.0,0.0,0.0,1344.2,K6622,12,1.0,122.46,611.96,10.0,0.12,13.0,3.0,58.0,0.0,1,0.0,1444.2
17411,2017-03-25 00:00:00.0,0.0,0.0,546.22,K6622,4,2.0,,3964.39,5.0,0.0,12.0,0.0,52.0,,1,,596.22
17412,2017-06-10 00:00:00.0,0.0,0.0,626.0,K6512,44,2.0,35.99,377.54,4.0,0.0,269.0,0.0,30.0,0.0,1,,626.0
17413,2017-03-16 00:00:00.0,0.0,0.0,261.7,K6512,13,,,211.2,2.0,0.36,1231.0,0.0,45.0,,4,,269.7
17414,2017-02-23 00:00:00.0,0.0,0.0,87.26,K6622,22,,,129.08,2.0,0.0,76.0,0.0,42.0,,4,,137.26
17415,2017-06-11 00:00:00.0,0.0,0.0,0.0,K6512,6,1.0,,0.0,1.0,0.0,4.0,0.0,44.0,,1,,521.11
17416,2017-04-06 00:00:00.0,0.0,0.0,623.89,K6512,2,3.0,,0.0,3.0,0.05,101.0,1.0,34.0,,1,,702.78
17417,2017-09-18 00:00:00.0,0.0,0.0,368.02,K6622,7,,,1757.58,1.0,1.0,8.0,0.0,46.0,,4,,418.02
17418,2017-06-22 00:00:00.0,0.0,0.0,323.82,K6622,4,,325.08,0.0,3.0,0.28,12.0,0.0,60.0,0.0,7,1.0,373.82
17419,2017-07-03 00:00:00.0,1.0,185.2,185.2,K6499,97,,372.76,0.0,3.0,0.28,240.0,0.0,26.0,0.0,7,1.0,185.2
17420,2017-09-09 00:00:00.0,0.0,0.0,556.27,K6512,11,,,2030.9,2.0,,60.0,0.0,36.0,,4,,571.27
17421,2017-02-10 00:00:00.0,1.0,18.06,208.36,K6512,10,,1295.45,0.0,4.0,0.0,132.0,0.0,45.0,2.0,7,3.0,38.17
17422,2017-03-20 00:00:00.0,0.0,0.0,176.06,K6512,49,1.0,,0.0,6.0,0.35,78.0,0.0,34.0,,1,,176.06
17423,2017-04-06 00:00:00.0,0.0,0.0,3200.0,K6512,44,2.0,154.1,0.0,2.0,,1231.0,0.0,52.0,0.0,1,0.0,3200.0
17424,2017-03-31 00:00:00.0,0.0,0.0,334.93,K6512,11,,136.63,0.0,2.0,0.4,94.0,0.0,48.0,0.0,8,0.0,349.93
17425,2017-02-25 00:00:00.0,0.0,0.0,921.6,K6512,172,,,921.6,1.0,0.34,170.0,0.0,,,4,,921.6
17426,2017-01-07 00:00:00.0,0.0,0.0,348.38,K6512,10,1.0,,0.0,1.0,,161.0,0.0,46.0,,1,,28.1
17427,2017-01-09 00:00:00.0,1.0,268.05,268.05,K6619,32,,37.94,0.0,2.0,0.0,4.0,0.0,30.0,0.0,7,1.0,268.05
17428,2017-09-18 00:00:00.0,0.0,0.0,824.25,K6622,4,2.0,,1496.41,4.0,0.0,75.0,0.0,41.0,,1,,874.25
17429,2017-07-16 00:00:00.0,0.0,0.0,143.71,K6619,32,,,316.41,4.0,,4.0,0.0,40.0,,4,,143.71
17430,2017-08-24 00:00:00.0,0.0,0.0,58.45,K6512,39,,,58.26,1.0,,179.0,0.0,,,4,,58.45
17431,2017-09-18 00:00:00.0,0.0,0.0,39.71,K6622,63,1.0,,857.51,5.0,1.0,73.0,0.0,32.0,,13,,89.71
17432,2017-02-23 00:00:00.0,0.0,0.0,62.44,K6512,6,1.0,,0.0,0.0,0.5,4.0,0.0,22.0,,19,,123.44
17433,2017-01-28 00:00:00.0,0.0,0.0,436.31,K6512,10,2.0,,0.0,11.0,0.17,128.0,0.0,52.0,,3,,464.81
17434,2017-05-20 00:00:00.0,0.0,0.0,44.19,K6512,9,,,438.09,5.0,0.0,139.0,0.0,63.0,,4,,69.22
17435,2017-07-15 00:00:00.0,0.0,0.0,599.68,K6512,10,,656.01,0.0,4.0,0.33,127.0,2.0,36.0,0.0,7,0.0,629.42
17436,2017-05-08 00:00:00.0,0.0,0.0,158.0,K6512,126,,,509.25,3.0,,422.0,0.0,49.0,,4,,158.0
17437,2017-02-16 00:00:00.0,0.0,0.0,90.0,K6512,11,1.0,,0.0,3.0,0.66,3.0,1.0,35.0,,1,,105.0
17438,2017-04-13 00:00:00.0,0.0,0.0,485.31,K6512,11,1.0,,0.0,2.0,0.0,56.0,1.0,,,1,,500.31
17439,2017-09-17 00:00:00.0,0.0,0.0,208.74,K6512,9,1.0,133.69,0.0,4.0,,139.0,2.0,44.0,0.0,1,,234.56
17440,2017-02-23 00:00:00.0,0.0,0.0,776.39,K6622,12,1.0,41.25,0.0,9.0,0.0,79.0,0.0,40.0,0.0,1,,826.39
17441,2017-09-09 00:00:00.0,1.0,195.92,187.92,K6512,13,1.0,89.09,1645.24,5.0,,102.0,1.0,56.0,0.0,1,,195.92
17442,2017-09-18 00:00:00.0,0.0,0.0,415.48,K6619,32,,,801.15,2.0,,4.0,0.0,60.0,,4,,415.48
17443,2017-04-06 00:00:00.0,0.0,0.0,490.4,K6622,15,2.0,,0.0,9.0,0.33,6.0,0.0,22.0,,1,,502.47
17444,2017-08-20 00:00:00.0,0.0,0.0,1347.68,K6622,12,1.0,,1728.42,3.0,0.0,13.0,0.0,35.0,,1,,1447.68
17445,2017-04-10 00:00:00.0,0.0,0.0,1829.54,K6512,65,1.0,,0.0,1.0,,68.0,0.0,50.0,,1,,1829.54
17446,2017-07-02 00:00:00.0,1.0,393.94,2900.02,K6512,2,1.0,,0.0,3.0,,48.0,0.0,54.0,,1,,2984.21
17447,2017-06-22 00:00:00.0,0.0,0.0,119.69,K6622,7,1.0,2803.25,1976.38,6.0,,135.0,0.0,41.0,13.0,1,0.0,169.69
